,State,Month,total_doses_day,total_samples_day,Projected Total Population,testing_rate,vaccination_rate,PHC,CHC,SDH,DH,Total,num_beds,total_hosp,hosp_per_capita,Hospital_Category,HDI,HDI_Category
135,Lakshadweep,8,2086.0,8775.0,73183,11.990489594577976,2.8503887514860007,4,3,2,1,10,250,10,0.00013664375606356667,High,0.719,High
136,Madhya Pradesh,1,285481.0,720257.0,85358965,0.8437977194311106,0.3344475884870441,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
137,Madhya Pradesh,2,518897.0,424113.0,85358965,0.49685818004002275,0.6078998263392721,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
138,Madhya Pradesh,3,2824540.0,603046.0,85358965,0.7064823243815105,3.309013880381516,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
139,Madhya Pradesh,4,4679817.0,1358648.0,85358965,1.5916875280762834,5.482513758220944,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
140,Madhya Pradesh,5,3090781.0,2148735.0,85358965,2.5172927061615615,3.620921364264433,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
141,Madhya Pradesh,6,9143839.0,2179295.0,85358965,2.5530944523518997,10.712218687281412,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
142,Madhya Pradesh,7,11685051.0,2351614.0,85358965,2.7549701428549422,13.689307268428102,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
143,Madhya Pradesh,8,3457467.0,717288.0,85358965,0.840319467322501,4.050502486762814,1420,324,72,51,1867,38140,1867,2.1872336432382936e-05,Low,0.611,Low
144,Maharashtra,1,234520.0,1869535.0,123144223,1.5181670357366257,0.19044336330742856,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
145,Maharashtra,2,953028.0,1667444.0,123144223,1.3540578350963326,0.7739120656922737,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
146,Maharashtra,3,5349941.0,3507531.0,123144223,2.8483114469770943,4.344451464848659,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
147,Maharashtra,4,9813586.0,7314139.0,123144223,5.939490153752482,7.969180982204906,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
148,Maharashtra,5,6402773.0,7948772.0,123144223,6.454847662646748,5.199409963389026,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
149,Maharashtra,6,9852948.0,6582896.0,123144223,5.345679918740483,8.001145128829958,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
150,Maharashtra,7,11920035.0,6329659.0,123144223,5.140037304064195,9.679735443212794,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
151,Maharashtra,8,2793763.0,1937456.0,123144223,1.5733226884707372,2.2686918898339226,2638,430,101,70,3239,68998,3239,2.630249248476723e-05,Low,0.695,Medium
152,Manipur,1,2970.0,40598.0,3091545,1.313194535418375,0.0960684706190594,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
153,Manipur,2,47618.0,34618.0,3091545,1.1197637427241072,1.5402654659725152,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
154,Manipur,3,64942.0,26400.0,3091545,0.8539419610583058,2.100632531630625,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
155,Manipur,4,137720.0,38304.0,3091545,1.2389921544082327,4.454730563520829,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
156,Manipur,5,207830.0,102982.0,3091545,3.331085266428275,6.722528703285898,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
157,Manipur,6,197309.0,184573.0,3091545,5.9702511203944955,6.3822134240323205,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
158,Manipur,7,658464.0,184941.0,3091545,5.982154553791066,21.298865130541525,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
159,Manipur,8,92407.0,55233.0,3091545,1.7865824369368715,2.9890232877088962,87,17,1,9,114,2562,114,3.687476650024502e-05,Medium,0.683,Medium
160,Meghalaya,1,3120.0,42754.0,3366710,1.2699044467744476,0.09267207451785274,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
161,Meghalaya,2,40744.0,34549.0,3366710,1.0261947123452866,1.2102022449216,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
162,Meghalaya,3,71858.0,33309.0,3366710,0.9893635032420375,2.134368567533289,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
163,Meghalaya,4,177805.0,58999.0,3366710,1.7524229886149978,5.281268656938079,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
164,Meghalaya,5,175310.0,113431.0,3366710,3.3691942578956904,5.207160699911784,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
165,Meghalaya,6,233523.0,123097.0,3366710,3.6562994733731147,6.9362374543694,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
166,Meghalaya,7,387487.0,146375.0,3366710,4.347716316522659,11.50936671112154,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
167,Meghalaya,8,83854.0,50347.0,3366710,1.4954361973558756,2.4906808130192384,138,29,,13,180,4585,180,5.3464658375684274e-05,High,0.65,Medium
168,Mizoram,1,7984.0,27709.0,1239244,2.2359599885091233,0.6442637608090094,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
169,Mizoram,2,19581.0,24757.0,1239244,1.997750241276133,1.5800762400302122,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
170,Mizoram,3,48395.0,20340.0,1239244,1.6413232583736534,3.9052034950340695,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
171,Mizoram,4,186611.0,51522.0,1239244,4.157534755060343,15.058454993528311,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
172,Mizoram,5,59178.0,85829.0,1239244,6.92591612305567,4.775330766176798,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
173,Mizoram,6,257803.0,93846.0,1239244,7.572842797705698,20.80324778655374,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
174,Mizoram,7,262950.0,137783.0,1239244,11.118310841125718,21.218581651393915,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
175,Mizoram,8,25721.0,72057.0,1239244,5.814593413403656,2.075539603177421,65,10,3,9,87,2312,87,7.020409217232441e-05,High,0.709,High
176,Nagaland,1,3530.0,4699.0,2249695,0.2088727583072372,0.1569101589326553,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
177,Nagaland,2,28878.0,5320.0,2249695,0.23647650014779784,1.2836406712909971,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
178,Nagaland,3,52182.0,6096.0,2249695,0.27097006483101044,2.319514423066238,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
179,Nagaland,4,118890.0,10576.0,2249695,0.4701081702186296,5.28471637266385,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
180,Nagaland,5,70105.0,45316.0,2249695,2.0143174963717305,3.116200196026573,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
181,Nagaland,6,231296.0,34422.0,2249695,1.530074076708176,10.281215898155082,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
182,Nagaland,7,264888.0,37028.0,2249695,1.645912001404635,11.774396084802605,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
183,Nagaland,8,26402.0,17074.0,2249695,0.7589473239705826,1.1735813076883757,134,21,,11,166,1944,166,7.378778012130533e-05,High,0.679,Medium
184,Odisha,1,158567.0,762641.0,46356334,1.6451710784549962,0.34206113020067547,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
185,Odisha,2,415261.0,612035.0,46356334,1.3202834374262642,0.8958020709748101,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
186,Odisha,3,1836951.0,722331.0,46356334,1.558214245328373,3.962675305601172,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
187,Odisha,4,3559055.0,1042684.0,46356334,2.2492805406053034,7.677602374683038,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
188,Odisha,5,2001103.0,1686416.0,46356334,3.6379408259505595,4.316784411813066,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
189,Odisha,6,4158540.0,1986798.0,46356334,4.285925629925783,8.970812920624828,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
190,Odisha,7,4482741.0,2262807.0,46356334,4.881332937155902,9.670180131155325,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
191,Odisha,8,1655607.0,661087.0,46356334,1.4260985348841433,3.571479573859313,1360,377,27,35,1799,16497,1799,3.880807313192627e-05,Medium,0.61,Low
192,Puducherry,1,2077.0,90250.0,1413542,6.384670565147693,0.14693585333863446,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
193,Puducherry,2,9177.0,52427.0,1413542,3.708909958105242,0.6492201858876496,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
194,Puducherry,3,64399.0,42994.0,1413542,3.041579238536952,4.555860384763948,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
195,Puducherry,4,123111.0,129352.0,1413542,9.150913096321156,8.709398093583353,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
196,Puducherry,5,71464.0,255395.0,1413542,18.067733395965597,5.055668667786313,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
197,Puducherry,6,238140.0,257728.0,1413542,18.23277978298487,16.847040979327108,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
198,Puducherry,7,209757.0,188010.0,1413542,13.300630614442301,14.839106301758278,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
199,Puducherry,8,36137.0,53014.0,1413542,3.750436845880773,2.556485764130107,40,4,5,4,53,4462,53,3.7494464260701135e-05,Medium,0.741,High
200,Punjab,1,45738.0,582144.0,30141373,1.9313785075417766,0.1517449122175025,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
201,Punjab,2,135955.0,516773.0,30141373,1.7144972128509208,0.45105775373935353,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
202,Punjab,3,791761.0,932706.0,30141373,3.094437668781711,2.6268245975390703,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
203,Punjab,4,2449546.0,1289335.0,30141373,4.277625309238567,8.126856065913122,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
204,Punjab,5,1245182.0,2034715.0,30141373,6.750571714168428,4.131138949775115,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
205,Punjab,6,1653216.0,1640006.0,30141373,5.441046099658433,5.484872902107014,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
206,Punjab,7,2863003.0,1233480.0,30141373,4.092315237265402,9.498581899371338,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
207,Punjab,8,1135784.0,345897.0,30141373,1.147582095878645,3.768189325682012,521,146,47,28,742,13527,742,2.461732582653086e-05,Low,0.698,Medium
208,Rajasthan,1,309565.0,586533.0,81032689,0.7238227032056163,0.3820248393830297,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
209,Rajasthan,2,715934.0,452728.0,81032689,0.558697984217209,0.8835125784854554,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
210,Rajasthan,3,4824950.0,604416.0,81032689,0.7458915746952443,5.95432542044853,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
211,Rajasthan,4,7451700.0,1756101.0,81032689,2.1671513332107244,9.195918452119983,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
212,Rajasthan,5,3994383.0,1926446.0,81032689,2.377368965257959,4.929347710527044,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
213,Rajasthan,6,7714715.0,1277265.0,81032689,1.5762342528211053,9.520497339043013,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
214,Rajasthan,7,7737574.0,1066315.0,81032689,1.315907213692489,9.54870694220699,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
215,Rajasthan,8,2915042.0,250128.0,81032689,0.3086754285051555,3.597365502704717,2463,579,64,33,3139,51844,3139,3.8737453227055074e-05,Medium,0.652,Medium
216,Sikkim,1,1709.0,5864.0,690251,0.8495460347033181,0.2475910936746198,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
217,Sikkim,2,17403.0,4079.0,690251,0.5909444535393646,2.5212567602220064,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
218,Sikkim,3,57202.0,4250.0,690251,0.6157180503903652,8.287130333748157,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
219,Sikkim,4,129775.0,10637.0,690251,1.5410336240005449,18.801131762214034,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
220,Sikkim,5,35017.0,25817.0,690251,3.740233625159543,5.073082110710452,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
221,Sikkim,6,234827.0,44250.0,690251,6.410711465829097,34.020522969180774,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
222,Sikkim,7,164926.0,36963.0,690251,5.355008540371546,23.89362710086621,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
223,Sikkim,8,10653.0,12687.0,690251,1.8380270365417797,1.5433516213667202,25,2,1,4,32,1145,32,4.635994732350985e-05,High,0.712,High
224,Tamil Nadu,1,77809.0,1828468.0,77841267,2.348969987860038,0.09995854769424553,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
225,Tamil Nadu,2,242157.0,1459610.0,77841267,1.8751107943810832,0.3110907739978076,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
226,Tamil Nadu,3,2585469.0,2115796.0,77841267,2.718090392850363,3.3214631514155593,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
227,Tamil Nadu,4,3041621.0,3067039.0,77841267,3.940119576933402,3.9074659460514694,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
228,Tamil Nadu,5,3148798.0,5012708.0,77841267,6.4396536608274895,4.0451525538503885,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
229,Tamil Nadu,6,6546231.0,5163135.0,77841267,6.632902056951359,8.40971794562388,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
230,Tamil Nadu,7,7394107.0,4607898.0,77841267,5.919608168762207,9.4989550979431,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
231,Tamil Nadu,8,2486516.0,1556609.0,77841267,1.999722075438469,3.1943416337249495,1854,385,310,32,2581,72616,2581,3.315721980732919e-05,Medium,0.692,Medium
232,Telangana,1,95057.0,978667.0,38510982,2.541267319540177,0.2468308909910425,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
233,Telangana,2,324032.0,839290.0,38510982,2.1793523727855084,0.8414015513808503,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
234,Telangana,3,984702.0,1450958.0,38510982,3.767647368742765,2.556938174155102,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
235,Telangana,4,3512947.0,2754245.0,38510982,7.151843076865711,9.121935659807376,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
236,Telangana,5,1284640.0,2270305.0,38510982,5.89521451309655,3.335775753524021,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
237,Telangana,6,5006606.0,3495748.0,38510982,9.07727567165127,13.000463088684677,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
238,Telangana,7,3661593.0,3334308.0,38510982,8.658070573219867,9.50791906578752,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
239,Telangana,8,881884.0,985634.0,38510982,2.5593582630533804,2.289954590095885,788,82,47,15,932,17358,932,2.4200888982784185e-05,Low,0.66,Medium
240,Tripura,1,21367.0,28255.0,4169794,0.6776114119786254,0.5124233954962764,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
241,Tripura,2,87724.0,13438.0,4169794,0.32227011694102875,2.103796974143087,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
242,Tripura,3,586767.0,19207.0,4169794,0.46062227534501704,14.07184623508979,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
243,Tripura,4,563149.0,65665.0,4169794,1.574778034598352,13.505439357435883,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
244,Tripura,5,374023.0,242521.0,4169794,5.816138638983125,8.969819612191873,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
245,Tripura,6,939559.0,332693.0,4169794,7.978643549297638,22.532504003794912,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
246,Tripura,7,594858.0,278508.0,4169794,6.679178875503203,14.265884597656383,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
247,Tripura,8,70093.0,71571.0,4169794,1.716415727011934,1.6809703309084334,114,22,12,9,157,4895,157,3.765174010994308e-05,Medium,0.624,Low
248,Uttar Pradesh,1,434877.0,3945451.0,237882725,1.6585697847542313,0.18281150932670712,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
249,Uttar Pradesh,2,1234446.0,3398606.0,237882725,1.4286897041388777,0.5189304940070785,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
250,Uttar Pradesh,3,4586405.0,3510987.0,237882725,1.4759318903884255,1.9280109558186709,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
251,Uttar Pradesh,4,6809920.0,5999829.0,237882725,2.522179363802058,2.86272153642094,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
252,Uttar Pradesh,5,5777203.0,8611359.0,237882725,3.6200018307340307,2.428592912747237,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
253,Uttar Pradesh,6,12946391.0,8434626.0,237882725,3.545707659099668,5.4423418093936835,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
254,Uttar Pradesh,7,16994629.0,7658604.0,237882725,3.2194872494419253,7.144120700651971,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
255,Uttar Pradesh,8,6171695.0,2395225.0,237882725,1.00689320756688,2.594427569299116,3277,671,,174,4122,58310,4122,1.7327866073503236e-05,Low,0.609,Low
256,Uttarakhand,1,26556.0,357181.0,11250858,3.174700098428049,0.2360353317053686,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
257,Uttarakhand,2,142087.0,272151.0,11250858,2.418935515851324,1.262899238440304,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
258,Uttarakhand,3,598005.0,333206.0,11250858,2.961605239351523,5.315194627823051,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
259,Uttarakhand,4,1349966.0,1042723.0,11250858,9.267942053841583,11.998782670619432,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
260,Uttarakhand,5,839889.0,1012253.0,11250858,8.997118264224827,7.465110660893595,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
261,Uttarakhand,6,1482686.0,739073.0,11250858,6.569036779239415,13.178426036485394,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
262,Uttarakhand,7,1505201.0,764296.0,11250858,6.793224125662238,13.378544107480513,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
263,Uttarakhand,8,760126.0,228607.0,11250858,2.031907255428875,6.756160285731097,275,69,19,20,383,6660,383,3.404184818615611e-05,Medium,0.681,Medium
264,West Bengal,1,214256.0,885424.0,99609303,0.888896893495982,0.21509637508456414,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
265,West Bengal,2,878473.0,567424.0,99609303,0.569649603913,0.8819186296283992,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
266,West Bengal,3,4462211.0,609321.0,99609303,0.611710936276705,4.479713104708704,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
267,West Bengal,4,5504509.0,1259954.0,99609303,1.2648959103749575,5.5260993041985245,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
268,West Bengal,5,3746187.0,1998424.0,99609303,2.0062624070364192,3.760880647864788,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
269,West Bengal,6,7171487.0,1787215.0,99609303,1.7942249831825445,7.199615682482991,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
270,West Bengal,7,7629076.0,1512282.0,99609303,1.5182136150475825,7.658999481203075,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
271,West Bengal,8,2871680.0,432340.0,99609303,0.4340357647116555,2.8829435740555276,1374,406,70,55,1905,51163,1905,1.9124719706150337e-05,Low,0.635,Low
